Edad;Sexo;Comunidades y Ciudades Autónomas;Periodo;Total
De 25 a 34 años;Hombres;13 Madrid, Comunidad de;2011T1;78,6
De 25 a 34 años;Hombres;13 Madrid, Comunidad de;2010T4;76,5
De 25 a 34 años;Hombres;13 Madrid, Comunidad de;2010T3;85,0
De 25 a 34 años;Hombres;13 Madrid, Comunidad de;2010T2;84,9
De 25 a 34 años;Hombres;13 Madrid, Comunidad de;2010T1;88,0
De 25 a 34 años;Hombres;14 Murcia, Región de;2021T4;12,1
De 25 a 34 años;Hombres;14 Murcia, Región de;2021T3;14,0
De 25 a 34 años;Hombres;14 Murcia, Región de;2021T2;11,9
De 25 a 34 años;Hombres;14 Murcia, Región de;2021T1;15,5
De 25 a 34 años;Hombres;14 Murcia, Región de;2020T4;15,7
De 25 a 34 años;Hombres;14 Murcia, Región de;2020T3;15,4
De 25 a 34 años;Hombres;14 Murcia, Región de;2020T2;15,3
De 25 a 34 años;Hombres;14 Murcia, Región de;2020T1;12,9
De 25 a 34 años;Hombres;14 Murcia, Región de;2019T4;12,1
De 25 a 34 años;Hombres;14 Murcia, Región de;2019T3;12,1
De 25 a 34 años;Hombres;14 Murcia, Región de;2019T2;10,5
De 25 a 34 años;Hombres;14 Murcia, Región de;2019T1;10,1
De 25 a 34 años;Hombres;14 Murcia, Región de;2018T4;10,4
De 25 a 34 años;Hombres;14 Murcia, Región de;2018T3;9,9
De 25 a 34 años;Hombres;14 Murcia, Región de;2018T2;11,4
De 25 a 34 años;Hombres;14 Murcia, Región de;2018T1;14,0
De 25 a 34 años;Hombres;14 Murcia, Región de;2017T4;15,8
De 25 a 34 años;Hombres;14 Murcia, Región de;2017T3;15,1
De 25 a 34 años;Hombres;14 Murcia, Región de;2017T2;15,6
De 25 a 34 años;Hombres;14 Murcia, Región de;2017T1;14,4
De 25 a 34 años;Hombres;14 Murcia, Región de;2016T4;14,9
De 25 a 34 años;Hombres;14 Murcia, Región de;2016T3;16,7
De 25 a 34 años;Hombres;14 Murcia, Región de;2016T2;16,0
De 25 a 34 años;Hombres;14 Murcia, Región de;2016T1;19,5
De 25 a 34 años;Hombres;14 Murcia, Región de;2015T4;18,7
De 25 a 34 años;Hombres;14 Murcia, Región de;2015T3;25,3
De 25 a 34 años;Hombres;14 Murcia, Región de;2015T2;23,8
De 25 a 34 años;Hombres;14 Murcia, Región de;2015T1;24,7
De 25 a 34 años;Hombres;14 Murcia, Región de;2014T4;27,0
De 25 a 34 años;Hombres;14 Murcia, Región de;2014T3;20,4
De 25 a 34 años;Hombres;14 Murcia, Región de;2014T2;22,9
De 25 a 34 años;Hombres;14 Murcia, Región de;2014T1;29,9
De 25 a 34 años;Hombres;14 Murcia, Región de;2013T4;34,1
De 25 a 34 años;Hombres;14 Murcia, Región de;2013T3;32,6
De 25 a 34 años;Hombres;14 Murcia, Región de;2013T2;33,4
De 25 a 34 años;Hombres;14 Murcia, Región de;2013T1;44,6
De 25 a 34 años;Hombres;14 Murcia, Región de;2012T4;41,6
De 25 a 34 años;Hombres;14 Murcia, Región de;2012T3;40,0
De 25 a 34 años;Hombres;14 Murcia, Región de;2012T2;35,1
De 25 a 34 años;Hombres;14 Murcia, Región de;2012T1;34,6
De 25 a 34 años;Hombres;14 Murcia, Región de;2011T4;34,6
De 25 a 34 años;Hombres;14 Murcia, Región de;2011T3;27,5
De 25 a 34 años;Hombres;14 Murcia, Región de;2011T2;30,9
De 25 a 34 años;Hombres;14 Murcia, Región de;2011T1;34,7
De 25 a 34 años;Hombres;14 Murcia, Región de;2010T4;34,5
De 25 a 34 años;Hombres;14 Murcia, Región de;2010T3;30,0
De 25 a 34 años;Hombres;14 Murcia, Región de;2010T2;27,7
De 25 a 34 años;Hombres;14 Murcia, Región de;2010T1;32,0
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2021T4;5,9
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2021T3;4,9
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2021T2;5,0
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2021T1;5,0
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2020T4;5,0
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2020T3;6,0
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2020T2;4,2
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2020T1;4,6
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2019T4;3,7
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2019T3;1,7
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2019T2;1,1
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2019T1;1,7
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2018T4;3,7
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2018T3;1,6
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2018T2;1,9
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2018T1;1,8
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2017T4;2,4
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2017T3;3,4
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2017T2;2,0
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2017T1;3,2
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2016T4;4,9
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2016T3;4,5
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2016T2;3,5
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2016T1;3,2
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2015T4;4,0
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2015T3;3,7
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2015T2;5,6
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2015T1;7,9
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2014T4;8,2
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2014T3;6,6
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2014T2;7,4
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2014T1;8,5
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2013T4;8,3
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2013T3;11,2
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2013T2;11,2
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2013T1;9,5
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2012T4;8,6
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2012T3;6,5
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2012T2;10,1
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2012T1;8,2
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2011T4;7,4
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2011T3;7,3
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2011T2;6,7
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2011T1;7,4
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2010T4;6,2
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2010T3;6,8
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2010T2;5,5
De 25 a 34 años;Hombres;15 Navarra, Comunidad Foral de;2010T1;8,3
De 25 a 34 años;Hombres;16 País Vasco;2021T4;7,4
De 25 a 34 años;Hombres;16 País Vasco;2021T3;9,0
De 25 a 34 años;Hombres;16 País Vasco;2021T2;10,2
De 25 a 34 años;Hombres;16 País Vasco;2021T1;12,2
De 25 a 34 años;Hombres;16 País Vasco;2020T4;11,5
De 25 a 34 años;Hombres;16 País Vasco;2020T3;12,3
De 25 a 34 años;Hombres;16 País Vasco;2020T2;8,2
De 25 a 34 años;Hombres;16 País Vasco;2020T1;9,3
De 25 a 34 años;Hombres;16 País Vasco;2019T4;8,0
De 25 a 34 años;Hombres;16 País Vasco;2019T3;7,0
De 25 a 34 años;Hombres;16 País Vasco;2019T2;14,6
De 25 a 34 años;Hombres;16 País Vasco;2019T1;14,0
De 25 a 34 años;Hombres;16 País Vasco;2018T4;13,8
De 25 a 34 años;Hombres;16 País Vasco;2018T3;12,3
De 25 a 34 años;Hombres;16 País Vasco;2018T2;13,7
De 25 a 34 años;Hombres;16 País Vasco;2018T1;10,9
De 25 a 34 años;Hombres;16 País Vasco;2017T4;11,5
De 25 a 34 años;Hombres;16 País Vasco;2017T3;13,5
De 25 a 34 años;Hombres;16 País Vasco;2017T2;11,2
De 25 a 34 años;Hombres;16 País Vasco;2017T1;15,3
De 25 a 34 años;Hombres;16 País Vasco;2016T4;16,2
De 25 a 34 años;Hombres;16 País Vasco;2016T3;15,9
De 25 a 34 años;Hombres;16 País Vasco;2016T2;16,4
De 25 a 34 años;Hombres;16 País Vasco;2016T1;17,6
De 25 a 34 años;Hombres;16 País Vasco;2015T4;18,3
De 25 a 34 años;Hombres;16 País Vasco;2015T3;20,2
De 25 a 34 años;Hombres;16 País Vasco;2015T2;20,9
De 25 a 34 años;Hombres;16 País Vasco;2015T1;21,1
De 25 a 34 años;Hombres;16 País Vasco;2014T4;23,9
De 25 a 34 años;Hombres;16 País Vasco;2014T3;20,6
De 25 a 34 años;Hombres;16 País Vasco;2014T2;24,8
De 25 a 34 años;Hombres;16 País Vasco;2014T1;26,3
De 25 a 34 años;Hombres;16 País Vasco;2013T4;22,4
De 25 a 34 años;Hombres;16 País Vasco;2013T3;23,1
De 25 a 34 años;Hombres;16 País Vasco;2013T2;28,0
De 25 a 34 años;Hombres;16 País Vasco;2013T1;30,5
De 25 a 34 años;Hombres;16 País Vasco;2012T4;31,5
De 25 a 34 años;Hombres;16 País Vasco;2012T3;28,5
De 25 a 34 años;Hombres;16 País Vasco;2012T2;23,7
De 25 a 34 años;Hombres;16 País Vasco;2012T1;26,3
De 25 a 34 años;Hombres;16 País Vasco;2011T4;22,1
De 25 a 34 años;Hombres;16 País Vasco;2011T3;21,7
De 25 a 34 años;Hombres;16 País Vasco;2011T2;19,4
De 25 a 34 años;Hombres;16 País Vasco;2011T1;23,2
De 25 a 34 años;Hombres;16 País Vasco;2010T4;22,4
De 25 a 34 años;Hombres;16 País Vasco;2010T3;19,3
De 25 a 34 años;Hombres;16 País Vasco;2010T2;16,4
De 25 a 34 años;Hombres;16 País Vasco;2010T1;22,0
De 25 a 34 años;Hombres;17 Rioja, La;2021T4;2,3
De 25 a 34 años;Hombres;17 Rioja, La;2021T3;2,2
De 25 a 34 años;Hombres;17 Rioja, La;2021T2;1,0
De 25 a 34 años;Hombres;17 Rioja, La;2021T1;0,8
De 25 a 34 años;Hombres;17 Rioja, La;2020T4;1,8
De 25 a 34 años;Hombres;17 Rioja, La;2020T3;1,2
De 25 a 34 años;Hombres;17 Rioja, La;2020T2;2,8
De 25 a 34 años;Hombres;17 Rioja, La;2020T1;1,7
De 25 a 34 años;Hombres;17 Rioja, La;2019T4;2,0
De 25 a 34 años;Hombres;17 Rioja, La;2019T3;1,2
De 25 a 34 años;Hombres;17 Rioja, La;2019T2;1,5
De 25 a 34 años;Hombres;17 Rioja, La;2019T1;2,0
De 25 a 34 años;Hombres;17 Rioja, La;2018T4;2,1
De 25 a 34 años;Hombres;17 Rioja, La;2018T3;1,8
De 25 a 34 años;Hombres;17 Rioja, La;2018T2;2,1
De 25 a 34 años;Hombres;17 Rioja, La;2018T1;2,4
De 25 a 34 años;Hombres;17 Rioja, La;2017T4;2,1
De 25 a 34 años;Hombres;17 Rioja, La;2017T3;1,9
De 25 a 34 años;Hombres;17 Rioja, La;2017T2;1,7
De 25 a 34 años;Hombres;17 Rioja, La;2017T1;2,6
De 25 a 34 años;Hombres;17 Rioja, La;2016T4;2,8
De 25 a 34 años;Hombres;17 Rioja, La;2016T3;2,3
De 25 a 34 años;Hombres;17 Rioja, La;2016T2;2,5
De 25 a 34 años;Hombres;17 Rioja, La;2016T1;2,5
De 25 a 34 años;Hombres;17 Rioja, La;2015T4;2,6
De 25 a 34 años;Hombres;17 Rioja, La;2015T3;2,0
De 25 a 34 años;Hombres;17 Rioja, La;2015T2;2,0
De 25 a 34 años;Hombres;17 Rioja, La;2015T1;2,3
De 25 a 34 años;Hombres;17 Rioja, La;2014T4;2,1
De 25 a 34 años;Hombres;17 Rioja, La;2014T3;2,6
De 25 a 34 años;Hombres;17 Rioja, La;2014T2;2,2
De 25 a 34 años;Hombres;17 Rioja, La;2014T1;2,2
De 25 a 34 años;Hombres;17 Rioja, La;2013T4;3,1
De 25 a 34 años;Hombres;17 Rioja, La;2013T3;4,7
De 25 a 34 años;Hombres;17 Rioja, La;2013T2;3,8
De 25 a 34 años;Hombres;17 Rioja, La;2013T1;4,2
De 25 a 34 años;Hombres;17 Rioja, La;2012T4;5,0
De 25 a 34 años;Hombres;17 Rioja, La;2012T3;4,6
De 25 a 34 años;Hombres;17 Rioja, La;2012T2;5,8
De 25 a 34 años;Hombres;17 Rioja, La;2012T1;3,8
De 25 a 34 años;Hombres;17 Rioja, La;2011T4;3,8
De 25 a 34 años;Hombres;17 Rioja, La;2011T3;3,5
De 25 a 34 años;Hombres;17 Rioja, La;2011T2;3,5
De 25 a 34 años;Hombres;17 Rioja, La;2011T1;3,4
De 25 a 34 años;Hombres;17 Rioja, La;2010T4;4,1
De 25 a 34 años;Hombres;17 Rioja, La;2010T3;2,6
De 25 a 34 años;Hombres;17 Rioja, La;2010T2;2,0
De 25 a 34 años;Hombres;17 Rioja, La;2010T1;2,9
De 25 a 34 años;Hombres;18 Ceuta;2021T4;1,6
De 25 a 34 años;Hombres;18 Ceuta;2021T3;1,8
De 25 a 34 años;Hombres;18 Ceuta;2021T2;1,2
De 25 a 34 años;Hombres;18 Ceuta;2021T1;2,3
De 25 a 34 años;Hombres;18 Ceuta;2020T4;2,0
De 25 a 34 años;Hombres;18 Ceuta;2020T3;1,1
De 25 a 34 años;Hombres;18 Ceuta;2020T2;0,5
De 25 a 34 años;Hombres;18 Ceuta;2020T1;1,1
De 25 a 34 años;Hombres;18 Ceuta;2019T4;1,6
De 25 a 34 años;Hombres;18 Ceuta;2019T3;2,0
De 25 a 34 años;Hombres;18 Ceuta;2019T2;1,5
De 25 a 34 años;Hombres;18 Ceuta;2019T1;1,3
De 25 a 34 años;Hombres;18 Ceuta;2018T4;1,0
De 25 a 34 años;Hombres;18 Ceuta;2018T3;1,2
De 25 a 34 años;Hombres;18 Ceuta;2018T2;1,1
De 25 a 34 años;Hombres;18 Ceuta;2018T1;1,5
De 25 a 34 años;Hombres;18 Ceuta;2017T4;1,0
De 25 a 34 años;Hombres;18 Ceuta;2017T3;0,9
De 25 a 34 años;Hombres;18 Ceuta;2017T2;0,8
De 25 a 34 años;Hombres;18 Ceuta;2017T1;0,8
De 25 a 34 años;Hombres;18 Ceuta;2016T4;1,0
De 25 a 34 años;Hombres;18 Ceuta;2016T3;1,1
De 25 a 34 años;Hombres;18 Ceuta;2016T2;1,0
De 25 a 34 años;Hombres;18 Ceuta;2016T1;1,0
De 25 a 34 años;Hombres;18 Ceuta;2015T4;1,5
De 25 a 34 años;Hombres;18 Ceuta;2015T3;1,9
De 25 a 34 años;Hombres;18 Ceuta;2015T2;1,2
De 25 a 34 años;Hombres;18 Ceuta;2015T1;2,0
De 25 a 34 años;Hombres;18 Ceuta;2014T4;2,4
De 25 a 34 años;Hombres;18 Ceuta;2014T3;3,0
De 25 a 34 años;Hombres;18 Ceuta;2014T2;2,1
De 25 a 34 años;Hombres;18 Ceuta;2014T1;1,7
De 25 a 34 años;Hombres;18 Ceuta;2013T4;2,8
De 25 a 34 años;Hombres;18 Ceuta;2013T3;2,0
De 25 a 34 años;Hombres;18 Ceuta;2013T2;2,5
De 25 a 34 años;Hombres;18 Ceuta;2013T1;2,2
De 25 a 34 años;Hombres;18 Ceuta;2012T4;2,1
De 25 a 34 años;Hombres;18 Ceuta;2012T3;2,0
De 25 a 34 años;Hombres;18 Ceuta;2012T2;3,1
De 25 a 34 años;Hombres;18 Ceuta;2012T1;2,5
De 25 a 34 años;Hombres;18 Ceuta;2011T4;1,9
De 25 a 34 años;Hombres;18 Ceuta;2011T3;1,6
De 25 a 34 años;Hombres;18 Ceuta;2011T2;1,6
De 25 a 34 años;Hombres;18 Ceuta;2011T1;1,7
De 25 a 34 años;Hombres;18 Ceuta;2010T4;1,2
De 25 a 34 años;Hombres;18 Ceuta;2010T3;1,9
De 25 a 34 años;Hombres;18 Ceuta;2010T2;1,8
De 25 a 34 años;Hombres;18 Ceuta;2010T1;2,0
De 25 a 34 años;Hombres;19 Melilla;2021T4;1,3
De 25 a 34 años;Hombres;19 Melilla;2021T3;2,2
De 25 a 34 años;Hombres;19 Melilla;2021T2;1,6
De 25 a 34 años;Hombres;19 Melilla;2021T1;1,0
De 25 a 34 años;Hombres;19 Melilla;2020T4;1,5
De 25 a 34 años;Hombres;19 Melilla;2020T3;1,0
De 25 a 34 años;Hombres;19 Melilla;2020T2;1,5
De 25 a 34 años;Hombres;19 Melilla;2020T1;1,7
De 25 a 34 años;Hombres;19 Melilla;2019T4;1,4
De 25 a 34 años;Hombres;19 Melilla;2019T3;0,9
De 25 a 34 años;Hombres;19 Melilla;2019T2;1,2
De 25 a 34 años;Hombres;19 Melilla;2019T1;1,4
De 25 a 34 años;Hombres;19 Melilla;2018T4;0,9
De 25 a 34 años;Hombres;19 Melilla;2018T3;1,0
De 25 a 34 años;Hombres;19 Melilla;2018T2;1,7
De 25 a 34 años;Hombres;19 Melilla;2018T1;1,4
De 25 a 34 años;Hombres;19 Melilla;2017T4;1,1
De 25 a 34 años;Hombres;19 Melilla;2017T3;1,2
De 25 a 34 años;Hombres;19 Melilla;2017T2;1,0
De 25 a 34 años;Hombres;19 Melilla;2017T1;1,1
De 25 a 34 años;Hombres;19 Melilla;2016T4;1,6
De 25 a 34 años;Hombres;19 Melilla;2016T3;1,9
De 25 a 34 años;Hombres;19 Melilla;2016T2;1,6
De 25 a 34 años;Hombres;19 Melilla;2016T1;1,4
De 25 a 34 años;Hombres;19 Melilla;2015T4;1,9
De 25 a 34 años;Hombres;19 Melilla;2015T3;1,7
De 25 a 34 años;Hombres;19 Melilla;2015T2;1,9
De 25 a 34 años;Hombres;19 Melilla;2015T1;1,9
De 25 a 34 años;Hombres;19 Melilla;2014T4;1,3
De 25 a 34 años;Hombres;19 Melilla;2014T3;0,9
De 25 a 34 años;Hombres;19 Melilla;2014T2;1,6
De 25 a 34 años;Hombres;19 Melilla;2014T1;1,4
De 25 a 34 años;Hombres;19 Melilla;2013T4;2,4
De 25 a 34 años;Hombres;19 Melilla;2013T3;3,4
De 25 a 34 años;Hombres;19 Melilla;2013T2;2,0
De 25 a 34 años;Hombres;19 Melilla;2013T1;2,6
De 25 a 34 años;Hombres;19 Melilla;2012T4;2,2
De 25 a 34 años;Hombres;19 Melilla;2012T3;2,4
De 25 a 34 años;Hombres;19 Melilla;2012T2;1,9
De 25 a 34 años;Hombres;19 Melilla;2012T1;1,3
De 25 a 34 años;Hombres;19 Melilla;2011T4;0,7
De 25 a 34 años;Hombres;19 Melilla;2011T3;0,8
De 25 a 34 años;Hombres;19 Melilla;2011T2;0,9
De 25 a 34 años;Hombres;19 Melilla;2011T1;0,8
De 25 a 34 años;Hombres;19 Melilla;2010T4;1,2
De 25 a 34 años;Hombres;19 Melilla;2010T3;1,3
De 25 a 34 años;Hombres;19 Melilla;2010T2;1,5
De 25 a 34 años;Hombres;19 Melilla;2010T1;1,1
De 25 a 34 años;Mujeres;01 Andalucía;2021T4;82,0
De 25 a 34 años;Mujeres;01 Andalucía;2021T3;95,4
De 25 a 34 años;Mujeres;01 Andalucía;2021T2;106,3
De 25 a 34 años;Mujeres;01 Andalucía;2021T1;100,1
De 25 a 34 años;Mujeres;01 Andalucía;2020T4;110,8
De 25 a 34 años;Mujeres;01 Andalucía;2020T3;126,2
De 25 a 34 años;Mujeres;01 Andalucía;2020T2;106,0
De 25 a 34 años;Mujeres;01 Andalucía;2020T1;106,4
De 25 a 34 años;Mujeres;01 Andalucía;2019T4;102,5
De 25 a 34 años;Mujeres;01 Andalucía;2019T3;102,0
De 25 a 34 años;Mujeres;01 Andalucía;2019T2;100,1
De 25 a 34 años;Mujeres;01 Andalucía;2019T1;93,9
De 25 a 34 años;Mujeres;01 Andalucía;2018T4;92,9
De 25 a 34 años;Mujeres;01 Andalucía;2018T3;111,7
De 25 a 34 años;Mujeres;01 Andalucía;2018T2;109,6
De 25 a 34 años;Mujeres;01 Andalucía;2018T1;130,1
De 25 a 34 años;Mujeres;01 Andalucía;2017T4;121,6
De 25 a 34 años;Mujeres;01 Andalucía;2017T3;125,2
De 25 a 34 años;Mujeres;01 Andalucía;2017T2;128,9
De 25 a 34 años;Mujeres;01 Andalucía;2017T1;140,7
De 25 a 34 años;Mujeres;01 Andalucía;2016T4;147,2
De 25 a 34 años;Mujeres;01 Andalucía;2016T3;140,7
De 25 a 34 años;Mujeres;01 Andalucía;2016T2;140,8
De 25 a 34 años;Mujeres;01 Andalucía;2016T1;154,6
De 25 a 34 años;Mujeres;01 Andalucía;2015T4;148,8
De 25 a 34 años;Mujeres;01 Andalucía;2015T3;156,4
De 25 a 34 años;Mujeres;01 Andalucía;2015T2;150,0
De 25 a 34 años;Mujeres;01 Andalucía;2015T1;177,7
De 25 a 34 años;Mujeres;01 Andalucía;2014T4;183,0
De 25 a 34 años;Mujeres;01 Andalucía;2014T3;194,9
De 25 a 34 años;Mujeres;01 Andalucía;2014T2;188,7
De 25 a 34 años;Mujeres;01 Andalucía;2014T1;190,7
De 25 a 34 años;Mujeres;01 Andalucía;2013T4;201,0
De 25 a 34 años;Mujeres;01 Andalucía;2013T3;182,9
De 25 a 34 años;Mujeres;01 Andalucía;2013T2;187,2
De 25 a 34 años;Mujeres;01 Andalucía;2013T1;208,7
De 25 a 34 años;Mujeres;01 Andalucía;2012T4;196,1
De 25 a 34 años;Mujeres;01 Andalucía;2012T3;177,5
De 25 a 34 años;Mujeres;01 Andalucía;2012T2;163,4
De 25 a 34 años;Mujeres;01 Andalucía;2012T1;170,1
De 25 a 34 años;Mujeres;01 Andalucía;2011T4;165,8
De 25 a 34 años;Mujeres;01 Andalucía;2011T3;159,5
De 25 a 34 años;Mujeres;01 Andalucía;2011T2;165,8
De 25 a 34 años;Mujeres;01 Andalucía;2011T1;162,1
De 25 a 34 años;Mujeres;01 Andalucía;2010T4;152,1
De 25 a 34 años;Mujeres;01 Andalucía;2010T3;151,8
De 25 a 34 años;Mujeres;01 Andalucía;2010T2;141,0
De 25 a 34 años;Mujeres;01 Andalucía;2010T1;135,8
De 25 a 34 años;Mujeres;02 Aragón;2021T4;5,5
De 25 a 34 años;Mujeres;02 Aragón;2021T3;6,2
De 25 a 34 años;Mujeres;02 Aragón;2021T2;9,5
De 25 a 34 años;Mujeres;02 Aragón;2021T1;10,3
De 25 a 34 años;Mujeres;02 Aragón;2020T4;10,1
De 25 a 34 años;Mujeres;02 Aragón;2020T3;10,0
De 25 a 34 años;Mujeres;02 Aragón;2020T2;12,0
De 25 a 34 años;Mujeres;02 Aragón;2020T1;8,9
De 25 a 34 años;Mujeres;02 Aragón;2019T4;8,5
De 25 a 34 años;Mujeres;02 Aragón;2019T3;7,5
De 25 a 34 años;Mujeres;02 Aragón;2019T2;6,4
De 25 a 34 años;Mujeres;02 Aragón;2019T1;7,1
De 25 a 34 años;Mujeres;02 Aragón;2018T4;6,9
De 25 a 34 años;Mujeres;02 Aragón;2018T3;6,7
De 25 a 34 años;Mujeres;02 Aragón;2018T2;5,9
De 25 a 34 años;Mujeres;02 Aragón;2018T1;8,2
De 25 a 34 años;Mujeres;02 Aragón;2017T4;10,1
De 25 a 34 años;Mujeres;02 Aragón;2017T3;9,3
De 25 a 34 años;Mujeres;02 Aragón;2017T2;12,5
De 25 a 34 años;Mujeres;02 Aragón;2017T1;13,1
De 25 a 34 años;Mujeres;02 Aragón;2016T4;13,3
De 25 a 34 años;Mujeres;02 Aragón;2016T3;15,1
De 25 a 34 años;Mujeres;02 Aragón;2016T2;13,7
De 25 a 34 años;Mujeres;02 Aragón;2016T1;10,8
De 25 a 34 años;Mujeres;02 Aragón;2015T4;11,7
De 25 a 34 años;Mujeres;02 Aragón;2015T3;12,6
De 25 a 34 años;Mujeres;02 Aragón;2015T2;17,0
De 25 a 34 años;Mujeres;02 Aragón;2015T1;19,0
De 25 a 34 años;Mujeres;02 Aragón;2014T4;21,4
De 25 a 34 años;Mujeres;02 Aragón;2014T3;18,1
De 25 a 34 años;Mujeres;02 Aragón;2014T2;18,3
De 25 a 34 años;Mujeres;02 Aragón;2014T1;21,3
De 25 a 34 años;Mujeres;02 Aragón;2013T4;16,4
De 25 a 34 años;Mujeres;02 Aragón;2013T3;14,0
De 25 a 34 años;Mujeres;02 Aragón;2013T2;20,7
De 25 a 34 años;Mujeres;02 Aragón;2013T1;17,8
De 25 a 34 años;Mujeres;02 Aragón;2012T4;18,9
De 25 a 34 años;Mujeres;02 Aragón;2012T3;19,5
De 25 a 34 años;Mujeres;02 Aragón;2012T2;16,8
De 25 a 34 años;Mujeres;02 Aragón;2012T1;15,7
De 25 a 34 años;Mujeres;02 Aragón;2011T4;13,0
De 25 a 34 años;Mujeres;02 Aragón;2011T3;15,5
De 25 a 34 años;Mujeres;02 Aragón;2011T2;16,5
De 25 a 34 años;Mujeres;02 Aragón;2011T1;16,3
De 25 a 34 años;Mujeres;02 Aragón;2010T4;15,9
De 25 a 34 años;Mujeres;02 Aragón;2010T3;10,5
De 25 a 34 años;Mujeres;02 Aragón;2010T2;13,5
De 25 a 34 años;Mujeres;02 Aragón;2010T1;14,4
De 25 a 34 años;Mujeres;03 Asturias, Principado de;2021T4;5,9
De 25 a 34 años;Mujeres;03 Asturias, Principado de;2021T3;8,9
De 25 a 34 años;Mujeres;03 Asturias, Principado de;2021T2;6,5
De 25 a 34 años;Mujeres;03 Asturias, Principado de;2021T1;9,5
De 25 a 34 años;Mujeres;03 Asturias, Principado de;2020T4;8,0
De 25 a 34 años;Mujeres;03 Asturias, Principado de;2020T3;7,4
De 25 a 34 años;Mujeres;03 Asturias, Principado de;2020T2;7,0
De 25 a 34 años;Mujeres;03 Asturias, Principado de;2020T1;7,8
De 25 a 34 años;Mujeres;03 Asturias, Principado de;2019T4;6,3
De 25 a 34 años;Mujeres;03 Asturias, Principado de;2019T3;6,5
De 25 a 34 años;Mujeres;03 Asturias, Principado de;2019T2;8,0
De 25 a 34 años;Mujeres;03 Asturias, Principado de;2019T1;8,9
De 25 a 34 años;Mujeres;03 Asturias, Principado de;2018T4;7,9
De 25 a 34 años;Mujeres;03 Asturias, Principado de;2018T3;7,6
De 25 a 34 años;Mujeres;03 Asturias, Principado de;2018T2;8,9
De 25 a 34 años;Mujeres;03 Asturias, Principado de;2018T1;8,9
De 25 a 34 años;Mujeres;03 Asturias, Principado de;2017T4;8,2
De 25 a 34 años;Mujeres;03 Asturias, Principado de;2017T3;5,9
De 25 a 34 años;Mujeres;03 Asturias, Principado de;2017T2;6,9
De 25 a 34 años;Mujeres;03 Asturias, Principado de;2017T1;5,6
De 25 a 34 años;Mujeres;03 Asturias, Principado de;2016T4;8,0
De 25 a 34 años;Mujeres;03 Asturias, Principado de;2016T3;9,9
De 25 a 34 años;Mujeres;03 Asturias, Principado de;2016T2;9,0
